"GradeCode";"Name";"CourseCode";"Name";"Year";"Type"
6103;"Grado en Química";"61033031";"Química de los Elementos Metálicos";3;"Obligatoria"
6103;"Grado en Química";"61033048";"Materiales";3;"Obligatoria"
6103;"Grado en Química";"61033054";"Experimentación en Química Física y Química Analítica";3;"Obligatoria"
6103;"Grado en Química";"61034013";"Métodos de Separación en Química Analítica";4;"Obligatoria"
6103;"Grado en Química";"6103402-";"Química Bio-Orgánica y Productos Naturales";4;"Obligatoria"
6103;"Grado en Química";"61034036";"Compuestos Inorgánicos de Estructura Compleja";4;"Obligatoria"
6103;"Grado en Química";"61034088";"Tratamiento de Muestras y Análisis de Datos";4;"Optativa"
6103;"Grado en Química";"61034119";"Técnicas y Métodos en Bioquímica";4;"Optativa"
6103;"Grado en Química";"61034125";"Radioquímica";4;"Optativa"
6103;"Grado en Química";"61034148";"Química Heterocíclica y Aplicaciones a la Química Farmacéutica";4;"Optativa"
6103;"Grado en Química";"61903029";"Gestión y Conversación de Aguas y Suelos";4;"Optativa"
6201;"Grado en Psicología";"62011014";"Fundamentos de Psicobiología";1;"Básica"
6201;"Grado en Psicología";"62011020";"Psicología Social (Grado en Psicología)";1;"Básica"
6201;"Grado en Psicología";"62011037";"Introducción al Análisis de Datos";1;"Básica"
6201;"Grado en Psicología";"62011043";"Fundamentos de Investigación";1;"Básica"
6201;"Grado en Psicología";"62011089";"Psicología de la Motivación";1;"Obligatoria"
6201;"Grado en Psicología";"62012019";"Psicología del Desarrollo I";2;"Obligatoria"
6201;"Grado en Psicología";"62012025";"Psicopatología";2;"Obligatoria"
6201;"Grado en Psicología";"62012048";"Psicología Fisiológica";2;"Básica"
6201;"Grado en Psicología";"62012054";"Diseños de Investigación y Análisis de Datos";2;"Obligatoria"
6201;"Grado en Psicología";"62012077";"Psicología de la Memoria";2;"Básica"
6201;"Grado en Psicología";"6201302-";"Psicofarmacología";3;"Obligatoria"
6201;"Grado en Psicología";"62013036";"Psicología del Desarrollo II";3;"Obligatoria"
6201;"Grado en Psicología";"62013065";"Psicología de los Grupos";3;"Obligatoria"
6201;"Grado en Psicología";"62013071";"Psicología del Lenguaje";3;"Obligatoria"
6201;"Grado en Psicología";"62013094";"Evaluación Psicológica";3;"Obligatoria"
6201;"Grado en Psicología";"62014024";"Alteraciones del Desarrollo y Diversidad Funcional";4;"Optativa"
6201;"Grado en Psicología";"62014030";"Terapia Cognitivo Conductual";4;"Optativa"
6201;"Grado en Psicología";"62014082";"Psicología de la Intervención Comunitaria";4;"Optativa"
6201;"Grado en Psicología";"62014099";"Psicobiología de la Drogadicción";4;"Optativa"
6201;"Grado en Psicología";"6201412-";"English for Psychology";4;"Optativa"
6201;"Grado en Psicología";"6214136";"Introducción a los Tratamientos Psicodinámicos, Experienciales, Constructivistas, Sistémicos e Integradores";4;"Optativa"
6201;"Grado en Psicología";"62014171";"Psicología del Trabajo";4;"Optativa"
6201;"Grado en Psicología";"62014225";"Psicología de la Instrucción";4;"Optativa"
6201;"Grado en Psicología";"62014248";"Adquisición del Lenguaje Oral y Escrito";4;"Optativa"
6201;"Grado en Psicología";"66032102";"Antropología (Psicología/Trabajo Social)";4;"Optativa"
6201;"Grado en Psicología";"69011017";"Introducción a la Sociología";4;"Optativa"
6502;"Grado en Administración y Dirección de Empresas";"65021013";"Introducción a la Microeconomía (ADE)";1;"Básica"
6502;"Grado en Administración y Dirección de Empresas";"6502102-";"Matemáticas I";1;"Básica"
6502;"Grado en Administración y Dirección de Empresas";"65021036";"Introducción a la Contabilidad";1;"Básica"
6502;"Grado en Administración y Dirección de Empresas";"65901010";"Introducción a la Economía de la Empresa";1;"Básica"
6502;"Grado en Administración y Dirección de Empresas";"65902015";"Economía Mundial";1;"Básica"
6502;"Grado en Administración y Dirección de Empresas";"65022018";"Microeconomía (ADE)";2;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65022024";"Matemáticas II";2;"Básica"
6502;"Grado en Administración y Dirección de Empresas";"65022030";"Matemática Financiera";2;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65022047";"Introducción al Marketing";2;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65022053";"Economía de la Empresa (ADE)";2;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65023012";"Inflación y Crecimiento";3;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65023029";"Matemáticas III";3;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65023035";"Inversión y Financiación (ADE)";3;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65023041";"Marketing Estratégico";3;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65023058";"Hacienda Pública y Sistemas Fiscales";3;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65024023";"Contabilidad de Gestión";4;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"6502403-";"Dirección Financiera";4;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65024046";"Sistema Fiscal Español";4;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65024052";"Política Económica Española y Comparada (ADE)";4;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"65024069";"Estrategias y Políticas de Empresa";4;"Obligatoria"
6502;"Grado en Administración y Dirección de Empresas";"69904034";"Inglés Profesional y Académico";4;"Optativa"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66011011";"Fundamentos de Derecho Administrativo";1;"Básica"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66011034";"Economía Política I";1;"Básica"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66011040";"Ética y Deontología Públicas";1;"Básica"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66012016";"Introducción a la Ciencia Política I";1;"Básica"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66901012";"Fundamentos Clásicos de la Democracia y de la Administración";1;"Básica"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66011028";"Derecho Constitucional (CCJAAPP)";2;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66012039";"Introducción al Derecho Procesal (CCJAAPP)";2;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66013010";"Introducción al Derecho Financiero y Tributario";2;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66023020";"Instituciones de la Unión Europea (Grado de Derecho)";2;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66902017";"Derecho Administrativo II";2;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66012097";"Derecho Constitucional III (CCJAAPP)";3;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66013027";"Gestión Pública (CCJJAAPP)";3;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"6601304-";"Derecho de la Función Pública";3;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66903011";"Derecho Administrativo IV";3;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"69013022";"Sistemas Administrativos Comparados";3;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66014015";"Regulación Económica";4;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66014050";"Derecho Mercantil y Administraciones Públicas";4;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66014067";"Procedimientos Tributarios";4;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"66903028";"Inmigración y Extranjería: Derechos de los Extranjeros";4;"Obligatoria"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"69013074";"Actores y Comportamiento Político";4;"Optativa"
6601;"Grado en CC. Jurídicas de las Administraciones Públicas";"69902012";"Análisis de Políticas Públicas";4;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"66011011";"Fundamentos de Derecho Administrativo";1;"Básica"
6901;"Grado en Ciencia Política y de la Administración";"69011017";"Introducción a la Sociología";1;"Básica"
6901;"Grado en Ciencia Política y de la Administración";"69901024";"Historia Política y Social Contemporánea de España";1;"Básica"
6901;"Grado en Ciencia Política y de la Administración";"69901047";"Introducción a la Economía";1;"Básica"
6901;"Grado en Ciencia Política y de la Administración";"69901053";"Fundamentos de Ciencia Política";1;"Básica"
6901;"Grado en Ciencia Política y de la Administración";"69012011";"Métodos y Técnicas de Investigación en las Ciencias Sociales";2;"Básica"
6901;"Grado en Ciencia Política y de la Administración";"69012028";"Relaciones Internacionales I: Teoría e Historia de las Relaciones Internacionales";2;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69012086";"Historia de las Ideas Políticas I";2;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69012092";"Estructura Social de España";2;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69902012";"Análisis de Políticas Públicas";2;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69013016";"Política Comparada";3;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69013022";"Sistemas Administrativos Comparados";3;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69013068";"Teoría Política Contemporánea I";3;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69013074";"Actores y Comportamiento Político";3;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69013080";"Relaciones Internacionales III: Paz, Seguridad y Defensa en la Sociedad Internacional";3;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"66023043";"Derecho Internacional Público";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"65014027";"Teoría del Presupuesto y Gasto Público";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"69014027";"Sociología y Política del Sistema Internacional";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"6901404-";"Compaative Public Policies in Europe";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"69014122";"Sistemas Políticos Contemporáneos II";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"69014139";"Violencia Política";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"69014145";"Gobierno Autonómico";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"69014151";"Teoría y Enfoques en Ciencia Política";4;"Obligatoria"
6901;"Grado en Ciencia Política y de la Administración";"69024037";"Taller de Investigación en Ciencias Sociales";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"69902029";"Ecología I: Medio Ambiente y Sociedad";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"69903023";"Población I: Teoría de la Población";4;"Optativa"
6901;"Grado en Ciencia Política y de la Administración";"69904034";"Inglés Profesional y Académico";4;"Optativa"
6604;"Grado en Criminología";"66041012";"Técnicas de Investigación Social Aplicadas a la Criminología";1;"Básica"
6604;"Grado en Criminología";"66041064";"Fundamentos del Sistema de Responsabilidad Penal";1;"Básica"
6604;"Grado en Criminología";"66041029";"Introducción a la Teoría del Derecho";1;"Básica"
6604;"Grado en Criminología";"66041041";"Historia del Delito y del Castigo en la Edad Contemporánea";1;"Básica"
6604;"Grado en Criminología";"66041070";"Introducción a la Criminología";1;"Obligatoria"
6604;"Grado en Criminología";"69011017";"Introducción a la Sociología";1;"Básica"
6604;"Grado en Criminología";"66023066";"Derecho Penal II";2;"Básica"
6604;"Grado en Criminología";"66042081";"Estadística Social (Grado en Criminologia)";2;"Básica"
6604;"Grado en Criminología";"66042017";"Introducción a las Políticas Públicas";2;"Obligatoria"
6604;"Grado en Criminología";"66042046";"Teoría Criminológica";2;"Obligatoria"
6604;"Grado en Criminología";"66042052";"Psicopatología Forense";2;"Obligatoria"
6604;"Grado en Criminología";"66042069";"Estructura Social (Grado de Criminología)";2;"Obligatoria"
6602;"Grado en Derecho";"6602108-";"Derecho Civil I: Parte General, Persona y Familia";1;"Obligatoria"
6602;"Grado en Derecho";"66021015";"Historia del Derecho Español";1;"Básica"
6602;"Grado en Derecho";"66021021";"Teoría del Derecho";1;"Básica"
6602;"Grado en Derecho";"66021038";"Teoría del Estado Constitucional";1;"Básica"
6602;"Grado en Derecho";"66021044";"Introducción al Derecho Procesal (Derecho)";1;"Obligatoria"
6602;"Grado en Derecho";"66901012";"Fundamentos Clásicos de la Democracia y de la Administración";1;"Básica"
6602;"Grado en Derecho";"66022061";"Derecho Civil II: Obligaciones y Contratos";2;"Obligatoria"
6602;"Grado en Derecho";"66022078";"Derecho Penal I";2;"Obligatoria"
6602;"Grado en Derecho";"66022084";"Derecho Financiero y Tributario I";2;"Obligatoria"
6602;"Grado en Derecho";"6602201-";"Economía Política";2;"Básica"
6602;"Grado en Derecho";"66022026";"Derecho Constitucional II (Derecho)";2;"Obligatoria"
6602;"Grado en Derecho";"66902017";"Derecho Administrativo II";2;"Obligatoria"
6602;"Grado en Derecho";"66023037";"Derecho Procesal I";3;"Obligatoria"
6602;"Grado en Derecho";"66023043";"Derecho Internacional Público";3;"Obligatoria"
6602;"Grado en Derecho";"6602305-";"Derecho Mercantil I";3;"Obligatoria"
6602;"Grado en Derecho";"66023066";"Derecho Penal II";3;"Obligatoria"
6602;"Grado en Derecho";"66023072";"Derecho Financiero y Tributario II";3;"Obligatoria"
6602;"Grado en Derecho";"66023014";"Derecho Civil III: Derechos Reales e Hipotecario";3;"Obligatoria"
6602;"Grado en Derecho";"66023020";"Instituciones de la Unión Europea (Grado de Derecho)";3;"Obligatoria"
6602;"Grado en Derecho";"66024060";"Derecho Mercantil II";4;"Obligatoria"
6602;"Grado en Derecho";"66024077";"Derecho Internacional Privado";4;"Obligatoria"
6602;"Grado en Derecho";"66024019";"Derecho del Trabajo (Derecho)";4;"Obligatoria"
6602;"Grado en Derecho";"66024025";"Derecho Procesal II";4;"Obligatoria"
6602;"Grado en Derecho";"66024031";"Derecho Civil IV: Derecho de Sucesiones";4;"Obligatoria"
6602;"Grado en Derecho";"66903011";"Derecho Administrativo IV";4;"Obligatoria"
6501;"Grado en Economía";"6501101-";"Introducción a la Microeconomía (Economía)";1;"Obligatoria"
6501;"Grado en Economía";"65011026";"Matemáticas para la Economía: Cálculo";1;"Básica"
6501;"Grado en Economía";"65011032";"Fundamentos de Contabilidad";1;"Básica"
6501;"Grado en Economía";"65011049";"Historia Económica Mundial";1;"Básica"
6501;"Grado en Economía";"65901010";"Introducción a la Economía de la Empresa";1;"Básica"
6501;"Grado en Economía";"65012014";"Microeconomía: Consumo";2;"Obligatoria"
6501;"Grado en Economía";"65012066";"Matemáticas Avanzadas para la Economía";2;"Obligatoria"
6501;"Grado en Economía";"65012072";"Economía de la Empresa: Inversión y Financiación";2;"Básica"
6501;"Grado en Economía";"65012103";"Teoría del Presupuesto y Gasto Público";2;"Obligatoria"
6501;"Grado en Economía";"65902015";"Economía Mundial";2;"Obligatoria"
6501;"Grado en Economía";"65013019";"Microeconomía: Producción y Mercados";3;"Obligatoria"
6501;"Grado en Economía";"65013025";"Introducción a la Econometría";3;"Obligatoria"
6501;"Grado en Economía";"65013031";"Política Económica: Objetivos e Instrumentos";3;"Obligatoria"
6501;"Grado en Economía";"6501209-";"Economía Internacional";3;"Obligatoria"
6501;"Grado en Economía";"65013108";"Inferencia Estadística (Economía)";3;"Obligatoria"
6501;"Grado en Economía";"6501402-";"Presupuesto y Gasto Público en España";4;"Obligatoria"
6501;"Grado en Economía";"65014036";"Historia del Pensamiento Económico";4;"Obligatoria"
6501;"Grado en Economía";"65014125";"Política Económica Española y Comparada (Economía)";4;"Obligatoria"
6501;"Grado en Economía";"65014131";"Macroeconomía Avanzada";4;"Obligatoria"
6501;"Grado en Economía";"65014148";"Microeconomía Avanzada";4;"Obligatoria"
6501;"Grado en Economía";"69904034";"Inglés Profesional y Académico";4;"Optativa"
6301;"Grado en Educación Social";"63901017";"Psicología del Desarrollo (Educ. Social/Pedagogía)";1;"Básica"
6301;"Grado en Educación Social";"63901023";"Comunicación y Educación";1;"Básica"
6301;"Grado en Educación Social";"6390103-";"Sociedad del Conocimiento, Tencología y Educación";1;"Básica"
6301;"Grado en Educación Social";"63901046";"Derechos Humanos y Educación";1;"Básica"
6301;"Grado en Educación Social";"63901075";"Historia de la Educación";1;"Básica"
6301;"Grado en Educación Social";"63012010";"Diseño de Programas de Desarrollo Social y Cultural";2;"Obligatoria"
6301;"Grado en Educación Social";"63012027";"Pedagogía Social";2;"Obligatoria"
6301;"Grado en Educación Social";"63012079";"Prácticas Profesionales I (Educ. Social)";2;"Prácticas"
6301;"Grado en Educación Social";"6301210-";"Diversidad e Igualdad en Educación";2;"Obligatoria"
6301;"Grado en Educación Social";"6301204-";"Diagnóstico en Eduación Social";2;"Obligatoria"
6301;"Grado en Educación Social";"63013015";"Discapacidad y Contextos de Intervención";3;"Obligatoria"
6301;"Grado en Educación Social";"63013021";"Mediación y Orientación Familiar";3;"Obligatoria"
6301;"Grado en Educación Social";"63013038";"Política Comparada de la Educación Social";3;"Obligatoria"
6301;"Grado en Educación Social";"63013067";"Prácticas Profesionales III (Educ. Social)";3;"Prácticas"
6301;"Grado en Educación Social";"63013104";"Educación Ambiental (Educación Social)";3;"Obligatoria"
6301;"Grado en Educación Social";"63014032";"Prácticas Profesionales V (Educ. Social)";4;"Prácticas"
6301;"Grado en Educación Social";"63014049";"Educación de Personas Adultas y Mayores";4;"Optativa"
6301;"Grado en Educación Social";"63014055";"El Educador Social en Contextos Sociolaborales";4;"Optativa"
6301;"Grado en Educación Social";"63014078";"Construcción Sociocultural de Género";4;"Optativa"
6301;"Grado en Educación Social";"63014084";"Orientación Comunitaria";4;"Optativa"
6301;"Grado en Educación Social";"63014090";"Estrategias Didácticas en Contextos Desfavorecidos";4;"Optativa"
6301;"Grado en Educación Social";"63014121";"Social Justice and Education";4;"Optativa"
6301;"Grado en Educación Social";"63014167";"Educación, Economía y Desarrollo";4;"Optativa"
6301;"Grado en Educación Social";"6301418-";"Organización y Gestión de Instituciones y Programas de Intevención Socioeducativa";4;"Obligatoria"
6301;"Grado en Educación Social";"63014196";"Deontología Profesional";4;"Obligatoria"
6301;"Grado en Educación Social";"63024088";"Evaluación de Políticas y Sistemas Educativos";4;"Optativa"
6301;"Grado en Educación Social";"63024094";"Educación Intercultural (Pedagogía)";4;"Optativa"
6301;"Grado en Educación Social";"63024102";"Orientación Profesional y Personal";4;"Optativa"
6301;"Grado en Educación Social";"63024119";"Dirección y Supervisión de Centros Formativos";4;"Optativa"
6301;"Grado en Educación Social";"63024160";"International Educatión: Politics and Policies";4;"Optativa"
6302;"Grado en Pedagogía";"63901017";"Psicología del Desarrollo (Educ. Social/Pedagogía)";1;"Básica"
6302;"Grado en Pedagogía";"63901023";"Comunicación y Educación";1;"Básica"
6302;"Grado en Pedagogía";"6390103-";"Sociedad del Conocimiento, Tencología y Educación";1;"Básica"
6302;"Grado en Pedagogía";"63901046";"Derechos Humanos y Educación";1;"Básica"
6302;"Grado en Pedagogía";"63901075";"Historia de la Educación";1;"Básica"
6302;"Grado en Pedagogía";"63022014";"Pedagogía de la Socialización";2;"Obligatoria"
6302;"Grado en Pedagogía";"63022020";"Diagnóstico Pedagógico";2;"Obligatoria"
6302;"Grado en Pedagogía";"63022043";"Historia de la Educación Española";2;"Obligatoria"
6302;"Grado en Pedagogía";"6302205-";"Técnicas e Instrumentos para la Recogida de Información";2;"Obligatoria"
6302;"Grado en Pedagogía";"63022103";"Prácticas Profesionales I (Pedagógia)";2;"Prácticas"
6302;"Grado en Pedagogía";"63023019";"Filosofía de la Eduación";3;"Obligatoria"
6302;"Grado en Pedagogía";"63023025";"Política y Legislación Educativas";3;"Obligatoria"
6302;"Grado en Pedagogía";"63023031";"Organización y Gestión de Centros Educativos";3;"Obligatoria"
6302;"Grado en Pedagogía";"63023048";"Acción Tutorial";3;"Obligatoria"
6302;"Grado en Pedagogía";"63023108";"Prácticas Profesionales III (Pedagogía)";3;"Prácticas"
6302;"Grado en Pedagogía";"63014121";"Social Justice and Education";4;"Optativa"
6302;"Grado en Pedagogía";"63014167";"Educación, Economía y Desarrollo";4;"Optativa"
6302;"Grado en Pedagogía";"63022037";"Diseño, Desarrollo e Innovación del Currículo";4;"Obligatoria"
6302;"Grado en Pedagogía";"63024036";"Evaluación de Centros y Profesores";4;"Obligatoria"
6302;"Grado en Pedagogía";"63024065";"Prácticas Profesionales V (Pedagogía)";4;"Prácticas"
6302;"Grado en Pedagogía";"63024088";"Evaluación de Políticas y Sistemas Educativos";4;"Optativa"
6302;"Grado en Pedagogía";"63024094";"Educación Intercultural (Pedagogía)";4;"Optativa"
6302;"Grado en Pedagogía";"63024102";"Orientación Profesional y Personal";4;"Optativa"
6302;"Grado en Pedagogía";"63024119";"Dirección y Supervisión de Centros Formativos";4;"Optativa"
6302;"Grado en Pedagogía";"63024160";"International Education: Politics and Policies";4;"Optativa"
6902;"Grado en Sociología";"69021010";"Introducción a la Sociología I";1;"Básica"
6902;"Grado en Sociología";"69021027";"Técnicas de Investigación Social I";1;"Básica"
6902;"Grado en Sociología";"69901024";"Historia Política y Social Contemporánea de España";1;"Básica"
6902;"Grado en Sociología";"69901047";"Introducción a la Economía";1;"Básica"
6902;"Grado en Sociología";"69901053";"Fundamentos de Ciencia Política";1;"Básica"
6902;"Grado en Sociología";"69022015";"Estructura Social Contemporánea I";2;"Básica"
6902;"Grado en Sociología";"69022067";"Teoría Sociológica I: Clásica";2;"Básica"
6902;"Grado en Sociología";"69022073";"Historia de las Ideas Políticas";2;"Obligatoria"
6902;"Grado en Sociología";"6902208-";"Estructura Económica";2;"Obligatoria"
6902;"Grado en Sociología";"69902029";"Ecología I: Medio Ambiente y Sociedad";2;"Obligatoria"
6902;"Grado en Sociología";"6902301-";"Estructura Social de España I";3;"Obligatoria"
6902;"Grado en Sociología";"69023055";"Sociología del Trabajo";3;"Obligatoria"
6902;"Grado en Sociología";"69023061";"Sociología de la Diversidad";3;"Obligatoria"
6902;"Grado en Sociología";"69023078";"Cambio Social I";3;"Obligatoria"
6902;"Grado en Sociología";"69903023";"Población I: Teoría de la Población";3;"Obligatoria"
6902;"Grado en Sociología";"69024014";"Sociología Política";4;"Obligatoria"
6902;"Grado en Sociología";"69024037";"Taller de Investigación en Ciencias Sociales";4;"Optativa"
6902;"Grado en Sociología";"69024103";"Sociología de la Familia";4;"Optativa"
6902;"Grado en Sociología";"6902411-";"Sociología de las Migraciones";4;"Optativa"
6902;"Grado en Sociología";"69024126";"Sociología de la Religión";4;"Optativa"
6902;"Grado en Sociología";"69024149";"Sociología Rural";4;"Optativa"
6902;"Grado en Sociología";"69024155";"Análisis Multivariante (Sociología)";4;"Optativa"
6902;"Grado en Sociología";"69024161";"Sociología de la Educación";4;"Optativa"
6902;"Grado en Sociología";"69024178";"Teoría Sociológica III: Contemporánea";4;"Optativa"
6902;"Grado en Sociología";"69902012";"Análisis de Políticas Públicas";4;"Optativa"
6902;"Grado en Sociología";"69904034";"Inglés Profesional y Académico";4;"Optativa"
6603;"Grado en Trabajo Social";"66031019";"Introducción a los Servicios Sociales";1;"Obligatoria"
6603;"Grado en Trabajo Social";"66031031";"Fundamentos de Trabajo Social";1;"Obligatoria"
6603;"Grado en Trabajo Social";"66031048";"Derecho Civil: Persona y Patrimonio";1;"Obligatoria"
6603;"Grado en Trabajo Social";"66031054";"Estado Constitucional (Grado en Trabajo Social)";1;"Básica"
6603;"Grado en Trabajo Social";"66031077";"Orígenes y Desarrollo del Trabajo Social";1;"Obligatoria"
6603;"Grado en Trabajo Social";"66031108";"Estado y Sistemas de Bienestar Social";1;"Obligatoria"
6603;"Grado en Trabajo Social";"66032013";"Trabajo Social con Casos";2;"Obligatoria"
6603;"Grado en Trabajo Social";"6603202-";"Derecho Administrativo";2;"Obligatoria"
6603;"Grado en Trabajo Social";"66032036";"Sistema Público de Servicios Sociales";2;"Obligatoria"
6603;"Grado en Trabajo Social";"66032042";"Derecho del Trabajo (Trabajo Social)";2;"Obligatoria"
6603;"Grado en Trabajo Social";"66032102";"Antropología (Psicología/Trabajo Social)";2;"Básica"
6603;"Grado en Trabajo Social";"69901024";"Historia Política y Social Contemporánea de España";2;"Básica"
6603;"Grado en Trabajo Social";"66033018";"Planificación y Evaluación de los Servicios Sociales";3;"Obligatoria"
6603;"Grado en Trabajo Social";"66033024";"Psicología Comunitaria";3;"Obligatoria"
6603;"Grado en Trabajo Social";"66033030";"Trabajo Social con Familias";3;"Obligatoria"
6603;"Grado en Trabajo Social";"66033047";"Salud Pública, Dependencia y Trabajo Social";3;"Obligatoria"
6603;"Grado en Trabajo Social";"66033107";"Economía: Fundamentos Microeconómicos";3;"Obligatoria"
6603;"Grado en Trabajo Social";"66903028";"Inmigración y Extranjería: Derechos de los Extranjeros";3;"Obligatoria"
6603;"Grado en Trabajo Social";"66034035";"Prácticas Externas (Trabajo Social)";4;"Prácticas"
6603;"Grado en Trabajo Social";"62014099";"Psicobiología de la Drogadicción";4;"Optativa"
6603;"Grado en Trabajo Social";"63013021";"Mediación y Orientación Familiar";4;"Optativa"
6603;"Grado en Trabajo Social";"64011047";"Lengua Moderna I. Lengua Extranjera: Fránces";4;"Optativa"
6603;"Grado en Trabajo Social";"66034012";"Trabajo Social en Perspectiva Comparada";4;"Obligatoria"
6603;"Grado en Trabajo Social";"66034058";"La Protección Internacional de los Derechos Humanos";4;"Optativa"
6603;"Grado en Trabajo Social";"66034093";"Derechos Económicos y Sociales";4;"Optativa"
6603;"Grado en Trabajo Social";"66034101";"Libertades Públicas";4;"Optativa"
6603;"Grado en Trabajo Social";"66034118";"Trabajo Social y Drogas";4;"Optativa"
6603;"Grado en Trabajo Social";"66034124";"Ética";4;"Optativa"
6603;"Grado en Trabajo Social";"66034147";"Trabajo Social y Personas con Especial Vulnerabilidad";4;"Optativa"
6603;"Grado en Trabajo Social";"66034182";"Alteraciones del Desarrollo";4;"Optativa"
6603;"Grado en Trabajo Social";"6902411-";"Sociología de las Migraciones";4;"Optativa"
6603;"Grado en Trabajo Social";"69904034";"Inglés Profesional y Académico";4;"Optativa"
6603;"Grado en Trabajo Social";"70024077";"Antropología Urbana";4;"Optativa"
6503;"Grado en Turismo";"65031017";"Geografía de los Recursos Turísticos";1;"Básica"
6503;"Grado en Turismo";"65031023";"Fundamentos Matemáticos de las Ciencias Sociales";1;"Básica"
6503;"Grado en Turismo";"6503103-";"Introducción a la Economía de la Empresa (Turismo)";1;"Básica"
6503;"Grado en Turismo";"65031046";"Introducción a la Economía para Turismo";1;"Básica"
6503;"Grado en Turismo";"65031052";"Introducción al Marketing Turístico";1;"Básica"
6503;"Grado en Turismo";"65032011";"Geografía Tuística Mundial";2;"Obligatoria"
6503;"Grado en Turismo";"65032028";"Derecho Administrativo y Legislación del Turismo";2;"Obligatoria"
6503;"Grado en Turismo";"65032034";"Contabilidad Financiera (Turismo)";2;"Obligatoria"
6503;"Grado en Turismo";"65032040";"Sociología del Turismo y del Ocio";2;"Obligatoria"
6503;"Grado en Turismo";"65032057";"Inglés I para Turismo";2;"Obligatoria"
6503;"Grado en Turismo";"65033016";"Derecho Mercantil";3;"Obligatoria"
6503;"Grado en Turismo";"65033022";"Patrimonio Histórico Artístico";3;"Obligatoria"
6503;"Grado en Turismo";"65033039";"Contabilidad de Costes para la Empresa Turística";3;"Obligatoria"
6503;"Grado en Turismo";"65033045";"Informática Aplicada a la Gestión Turística";3;"Obligatoria"
6503;"Grado en Turismo";"65033051";"Comportamiento Organizativo y Recursos Humanos";3;"Obligatoria"
6503;"Grado en Turismo";"65034027";"Bienes y Patrimonio Cultural";4;"Obligatoria"
6503;"Grado en Turismo";"65034033";"Investigación Social del Turismo";4;"Obligatoria"
